OP_gave_delta,num_prior_subs,avg_sub_score,gini_index
FALSE,343,66.8192419825073,0.6425736961451247
TRUE,164,81.6829268292683,0.5719512195121951
FALSE,19,54.526315789473685,0.2938596491228071
FALSE,70,72.27142857142857,0.49753694581280794
FALSE,5,53.6,0.13333333333333344
FALSE,116,76.8103448275862,0.539787798408488
TRUE,495,64.42222222222222,0.5761490877769948
FALSE,12,51.166666666666664,0.20370370370370378
FALSE,28,56.642857142857146,0.3319327731092437
FALSE,81,76.12345679012346,0.5068587105624142
FALSE,49,79.24489795918367,0.5274725274725275
FALSE,5,42.8,0.1499999999999999
FALSE,61,78,0.21346355074991286
FALSE,534,66.66292134831461,0.5667459471281335
FALSE,133,72.87218045112782,0.5999614420667052
FALSE,67,73.94029850746269,0.44427860696517407
TRUE,119,74.78151260504201,0.49871377122277477
TRUE,17,128.41176470588235,0.19004524886877816
FALSE,747,63.261044176706825,0.6356939598100966
TRUE,18,65.22222222222223,0.26851851851851843
FALSE,196,69.24489795918367,0.5812925170068027
FALSE,52,77.57692307692308,0.4660633484162896
FALSE,7,93.71428571428571,0.22857142857142865
TRUE,3,8.666666666666666,0
FALSE,58,73.48275862068965,0.572944297082228
FALSE,579,63.265975820379964,0.5476000683254569
TRUE,63,75.19047619047619,0.538888888888889
FALSE,5,60.6,0.1499999999999999
FALSE,106,64.67924528301887,0.5465611685940354
FALSE,74,70.93243243243244,0.5594594594594593
FALSE,5,41,0.1499999999999999
TRUE,1,432,0
FALSE,81,78.81481481481481,0.4246913580246913
TRUE,115,74.8695652173913,0.5898550724637682
TRUE,100,74.15,0.5375000000000001
FALSE,21,54.095238095238095,0.21726190476190466
FALSE,9,75.77777777777777,0.19047619047619055
TRUE,151,72.27152317880795,0.4808620496127512
FALSE,35,71.11428571428571,0.5500000000000002
FALSE,142,78.45774647887323,0.6830985915492956
TRUE,150,64.74,0.4183333333333334
TRUE,15,69.13333333333334,0.2962962962962962
FALSE,62,66.64516129032258,0.44913151364764275
TRUE,26,68.26923076923077,0.27149321266968335
FALSE,182,76.75274725274726,0.44246929541047186
TRUE,325,69.09846153846154,0.49075537075537073
FALSE,1,10,0
FALSE,30,110.26666666666667,0.480952380952381
FALSE,21,77.28571428571429,0.3076923076923077
TRUE,87,74.95402298850574,0.7942528735632184
FALSE,699,59.065808297567955,0.6502245271022095
FALSE,951,62.694006309148264,0.7612321957747825
FALSE,777,62.792792792792795,0.7933469183469184
TRUE,4,160.5,0.16666666666666666
TRUE,14,72.92857142857143,0.18181818181818182
FALSE,38,65,0.6105263157894736
FALSE,30,81.13333333333334,0.5733333333333335
TRUE,15,64.8,0.2777777777777777
FALSE,419,62.60859188544153,0.5180942278794307
FALSE,311,63,0.6027934083601286
TRUE,10,33.5,0.2285714285714285
FALSE,92,79.42391304347827,0.5078502415458936
TRUE,32,77.8125,0.40441176470588236
TRUE,183,76.38251366120218,0.4441497910639665
FALSE,121,70.45454545454545,0.7792207792207793
TRUE,32,77.5,0.35714285714285715
FALSE,1,6,0
FALSE,140,84.82142857142857,0.4626373626373626
FALSE,1,9,0
FALSE,5,57.2,0.1499999999999999
TRUE,88,74.10227272727273,0.7954545454545453
TRUE,13,70.6923076923077,0.2564102564102565
FALSE,24,65,0.4469696969696971
FALSE,252,57.05952380952381,0.4523809523809524
TRUE,55,61.78181818181818,0.6237762237762238
TRUE,72,78.19444444444444,0.5113168724279836
TRUE,272,70.03308823529412,0.5489705882352942
TRUE,43,75.13953488372093,0.49224806201550386
FALSE,145,71.66206896551724,0.5584482758620689
FALSE,3,151.66666666666666,0
FALSE,75,68.66666666666667,0.6189473684210527
FALSE,120,79.63333333333334,0.47536231884057956
FALSE,35,87.25714285714285,0.42406015037593986
FALSE,48,85,0.435897435897436
FALSE,49,83.61224489795919,0.30823363828289935
FALSE,42,62.42857142857143,0.47619047619047616
FALSE,139,80.03597122302158,0.47175876320220433
FALSE,828,61.40700483091788,0.6130186464400198
FALSE,51,75.41176470588235,0.30107526881720437
FALSE,20,72.2,0.575
FALSE,42,88.78571428571429,0.3531746031746031
FALSE,8,99,0.10714285714285714
FALSE,21,107.38095238095238,0.3380952380952381
FALSE,19,47.36842105263158,0.42105263157894723
FALSE,30,61.7,0.6571428571428571
FALSE,130,72.76153846153846,0.42506203473945403
FALSE,6,102.66666666666667,0
FALSE,68,72.6029411764706,0.5133689839572194
FALSE,132,74.10606060606061,0.5293359123146356
TRUE,385,69.6025974025974,0.7536025618217401
TRUE,773,61.29366106080207,0.8531864914550283
FALSE,92,75.84782608695652,0.5405138339920948
FALSE,365,67.26575342465753,0.5475947754061804
FALSE,4,141.5,0
FALSE,57,57.26315789473684,0.24940730203888098
FALSE,42,67.4047619047619,0.4
FALSE,10,89.3,0.08888888888888896
TRUE,44,78.56818181818181,0.47979797979797983
TRUE,7,76.28571428571429,0.25
FALSE,70,88.08571428571429,0.5363636363636363
FALSE,19,61.26315789473684,0.1543859649122806
TRUE,94,78.77659574468085,0.5329787234042553
TRUE,61,65.8360655737705,0.6032786885245901
TRUE,35,53.6,0.2871428571428572
FALSE,6,50.5,0
FALSE,348,67.74712643678161,0.652954224642065
FALSE,178,52.79775280898876,0.4955056179775281
FALSE,17,17.941176470588236,0.4873949579831933
FALSE,3,151.66666666666666,0
FALSE,49,79.14285714285714,0.3868677905944988
TRUE,165,60.018181818181816,0.4744444444444445
FALSE,12,74,0.20370370370370378
FALSE,2,221,0
FALSE,12,150.91666666666666,0.27083333333333326
TRUE,24,100.20833333333333,0.5595238095238094
FALSE,54,73.44444444444444,0.3055555555555556
FALSE,206,71.35436893203884,0.45790976584808685
FALSE,13,50.84615384615385,0.27884615384615374
FALSE,58,63.41379310344828,0.4331896551724137
FALSE,32,70.1875,0.19791666666666666
FALSE,106,70.58490566037736,0.4888108819657746
FALSE,346,63.702312138728324,0.8628973988439306
FALSE,158,73.08227848101266,0.6452180028129395
TRUE,17,69.05882352941177,0.15546218487394953
FALSE,25,96.68,0.3457142857142857
TRUE,62,78.11290322580645,0.3301075268817205
FALSE,85,65.24705882352941,0.38622668579626973
FALSE,108,79.22222222222223,0.41083676268861463
FALSE,53,67.90566037735849,0.395368782161235
FALSE,97,66.0721649484536,0.3787081843046498
FALSE,491,65.09979633401223,0.5663570281323995
FALSE,316,64.63291139240506,0.6039137173856886
TRUE,23,40,0.2608695652173914
FALSE,19,47.578947368421055,0.12828947368421062
TRUE,386,67.70725388601036,0.6092718843741478
FALSE,69,61.391304347826086,0.4216073781291172
TRUE,7,126.71428571428571,0.11904761904761907
FALSE,2,222.5,0
FALSE,6,34,0.25
TRUE,19,118.94736842105263,0.20614035087719293
TRUE,85,65.95294117647059,0.4010457516339869
TRUE,229,61.66375545851528,0.4417523594872516
TRUE,189,69.87830687830687,0.5313283208020051
FALSE,2,103,0
TRUE,105,70.84761904761905,0.3422114608555286
FALSE,15,88.13333333333334,0.47777777777777786
FALSE,1,160,0
TRUE,90,72.63333333333334,0.7955555555555556
TRUE,295,64.12542372881356,0.6465988700564971
TRUE,143,69.38461538461539,0.41405368824723654
FALSE,9,51.22222222222222,0.3055555555555556
FALSE,18,122.5,0.19047619047619055
FALSE,8,91.875,0.10714285714285714
FALSE,18,77.88888888888889,0.24242424242424238
TRUE,88,72.85227272727273,0.531655844155844
FALSE,54,73.62962962962963,0.3664021164021164
FALSE,178,66.98876404494382,0.47899030321686936
FALSE,144,82.72222222222223,0.4684343434343435
FALSE,5,57.2,0
TRUE,29,85.3103448275862,0.3610547667342799
TRUE,92,70.32608695652173,0.662471395881007
TRUE,9,85,0.15873015873015867
TRUE,37,62.729729729729726,0.681081081081081
FALSE,2,74.5,0
FALSE,154,65.43506493506493,0.7320827320827321
TRUE,197,71.66497461928934,0.4302512369080512
TRUE,257,63.37743190661479,0.4710116731517509
FALSE,806,62.09181141439206,0.7531761786600495
FALSE,37,68.94594594594595,0.5585585585585585
FALSE,67,66.17910447761194,0.4943283582089552
TRUE,10,40.2,0.08888888888888896
TRUE,137,70.16058394160584,0.5321018918516311
FALSE,68,72.80882352941177,0.5247058823529411
TRUE,1170,63.98888888888889,0.7350040607959161
TRUE,39,79.92307692307692,0.44970414201183434
TRUE,233,66.41630901287553,0.6914163090128755
FALSE,27,61,0.6358024691358025
FALSE,62,47.16129032258065,0.3548387096774193
TRUE,20,81.45,0.3454545454545455
FALSE,82,77.92682926829268,0.5101626016260162
TRUE,8,19.5,0.25
FALSE,36,55.833333333333336,0.38518518518518524
TRUE,12,83.16666666666667,0.2333333333333334
TRUE,25,66.16,0.3692307692307693
FALSE,35,71.2,0.5230769230769231
FALSE,16,136.875,0.4107142857142857
FALSE,1,6,0
FALSE,57,73.78947368421052,0.48
FALSE,237,59.71308016877637,0.48940561364887186
TRUE,23,26.695652173913043,0.40942028985507256
TRUE,298,63.624161073825505,0.7108577732830743
FALSE,450,68.21111111111111,0.6391740412979351
FALSE,650,63.67076923076923,0.6114143920595534
FALSE,82,78.1829268292683,0.5334040296924707
TRUE,241,62.25726141078838,0.5987422199170125
TRUE,1,13,0
TRUE,186,64.79569892473118,0.5162804785703469
TRUE,131,69.9618320610687,0.43314827665972705
TRUE,387,66.69250645994832,0.6882091899786542
TRUE,14,69.07142857142857,0.15584415584415579
FALSE,266,67.12781954887218,0.732981101402154
FALSE,3,20,0
TRUE,10,76.1,0
FALSE,229,68.41048034934498,0.4480430211871259
TRUE,78,80.41025641025641,0.40476190476190477
TRUE,78,63.06410256410256,0.3112820512820514
TRUE,101,67.37623762376238,0.4572875892240387
TRUE,5,93.6,0.1499999999999999
TRUE,21,100.80952380952381,0.24126984126984136
FALSE,2,69.5,0
FALSE,1,121,0
TRUE,8,91.875,0.3
TRUE,10,88.3,0.17142857142857132
TRUE,258,63.17829457364341,0.46976744186046504
FALSE,3,149.66666666666666,0.16666666666666674
TRUE,53,78.35849056603773,0.31898584905660377
TRUE,3,23.333333333333332,0
FALSE,20,81.45,0.20714285714285705
FALSE,30,60.03333333333333,0.2190476190476191
FALSE,13,75.07692307692308,0.07051282051282055
FALSE,7,121.57142857142857,0.22857142857142865
TRUE,287,70.75261324041811,0.558960169433627
FALSE,55,73.25454545454545,0.31534090909090917
FALSE,33,70.21212121212122,0.3390151515151516
TRUE,38,77.55263157894737,0.34837092731829566
TRUE,2,13,0
FALSE,21,43.285714285714285,0.20317460317460317
TRUE,12,79.25,0.3095238095238094
TRUE,84,76.54761904761905,0.47420634920634913
FALSE,150,68.40666666666667,0.6708045977011494
FALSE,65,59.261538461538464,0.4043956043956044
FALSE,34,72.94117647058823,0.36470588235294105
TRUE,107,69.80373831775701,0.5330117576123004
TRUE,31,75.48387096774194,0.3207885304659498
FALSE,5,10.2,0
FALSE,320,64,0.6060606060606061
TRUE,171,65.6842105263158,0.5819931773879142
FALSE,8,82,0.10714285714285714
TRUE,72,77.47222222222223,0.4561965811965813
FALSE,59,62.440677966101696,0.4417372881355932
FALSE,84,76.44047619047619,0.4955357142857142
FALSE,269,65.33085501858736,0.4985581767015251
FALSE,700,63.25857142857143,0.7281113801452785
TRUE,38,66.52631578947368,0.2609649122807018
FALSE,170,54.94117647058823,0.5799019607843136
FALSE,57,74.36842105263158,0.40701754385964906
TRUE,23,48.130434782608695,0.34472049689440987
FALSE,110,78.04545454545455,0.6606060606060605
FALSE,234,67.7905982905983,0.5830374753451677
TRUE,4,114.5,0
FALSE,114,75.79824561403508,0.5856950067476384
FALSE,26,98.61538461538461,0.24786324786324776
TRUE,45,85.15555555555555,0.45847953216374276
FALSE,17,83.6470588235294,0.15546218487394953
TRUE,43,87.53488372093024,0.6408268733850129
FALSE,13,40.92307692307692,0.23931623931623924
FALSE,158,65.72151898734177,0.7266760431317394
FALSE,43,61.18604651162791,0.3284883720930232
TRUE,18,105.77777777777777,0.2777777777777777
FALSE,33,84.81818181818181,0.35037878787878785
FALSE,93,68.91397849462365,0.5613535736875396
FALSE,19,77.15789473684211,0.277511961722488
FALSE,153,78.99346405228758,0.4412624699002409
FALSE,75,79.76,0.25413333333333327
TRUE,167,69.7185628742515,0.44033671786861056
TRUE,18,65.44444444444444,0.3666666666666666
FALSE,64,92.15625,0.2980769230769231
TRUE,1,10,0
FALSE,76,64.59210526315789,0.5272556390977444
TRUE,76,62.76315789473684,0.5298245614035086
TRUE,453,66.58719646799118,0.6719892077507972
FALSE,28,63.714285714285715,0.2901785714285714
FALSE,88,73.5909090909091,0.48760330578512406
TRUE,122,75.47540983606558,0.46458397772966276
FALSE,5,28.6,0.1499999999999999
TRUE,1,0,0
TRUE,11,83.81818181818181,0.2878787878787878
TRUE,118,61.28813559322034,0.5999107939339874
TRUE,3,7,0
TRUE,22,69.86363636363636,0.23295454545454541
TRUE,2,8,0
TRUE,123,74.89430894308943,0.46266184884071065
FALSE,2,49,0
TRUE,25,61.96,0.3306666666666667
FALSE,155,80.89677419354838,0.5468621700879766
TRUE,3,48.666666666666664,0
TRUE,2,20.5,0
TRUE,114,82.8859649122807,0.6631578947368421
FALSE,135,82.95555555555555,0.6381210478771455
FALSE,169,69.48520710059172,0.5841298740707024
FALSE,6,35.833333333333336,0
TRUE,81,78.1358024691358,0.3723723723723724
FALSE,52,70.32692307692308,0.5180995475113122
FALSE,85,73.34117647058824,0.5143790849673202
TRUE,80,69.9875,0.47578125000000004
TRUE,99,85.74747474747475,0.3731762065095399
FALSE,388,60.399484536082475,0.6164948453608247
FALSE,71,78.70422535211267,0.4143192488262911
TRUE,323,63.43653250773994,0.6093129436782688
TRUE,1,432,0
TRUE,191,66.0261780104712,0.5625251711639145
FALSE,166,56.096385542168676,0.5485098287888397
FALSE,788,61.434010152284266,0.663155668358714
FALSE,170,68.95882352941176,0.426654411764706
TRUE,3,151.66666666666666,0
TRUE,30,56.13333333333333,0.34074074074074073
FALSE,657,63.17047184170472,0.6091964052002443
FALSE,28,56.035714285714285,0.2631578947368421
FALSE,42,80.61904761904762,0.24794745484400654
FALSE,428,56.39485981308411,0.8459975619666801
TRUE,50,81.24,0.5774999999999999
TRUE,103,72.49514563106796,0.3077486719179337
FALSE,71,84.4225352112676,0.38544600938967144
FALSE,16,86.625,0.3125
FALSE,195,66.31794871794872,0.49399367755532136
FALSE,184,69.56521739130434,0.5523212969786292
FALSE,192,69.79166666666667,0.49320023148148157
TRUE,16,72.8125,0.2916666666666667
FALSE,57,83.82456140350877,0.63859649122807
TRUE,18,78.77777777777777,0.2777777777777777
TRUE,24,26.375,0.5
FALSE,70,71.41428571428571,0.36988416988416983
FALSE,59,79.94915254237289,0.29237288135593215
FALSE,82,77.29268292682927,0.5145554681353266
FALSE,146,71.6917808219178,0.6438356164383562
FALSE,91,71.36263736263736,0.4928894634776988
FALSE,1,8,0
FALSE,1,432,0
FALSE,10,43.1,0.2333333333333334
TRUE,134,71.67164179104478,0.5490631946649729
FALSE,790,63.517721518987344,0.7937412095639943
FALSE,7,30.571428571428573,0
TRUE,2,221,0
FALSE,327,68.88073394495413,0.659519237607567
TRUE,29,102.55172413793103,0.34942528735632195
TRUE,531,65.969868173258,0.7419753086419753
FALSE,122,78.68032786885246,0.4775026159748866
TRUE,194,72.42268041237114,0.5897256683557575
TRUE,1,432,0
TRUE,188,70.20744680851064,0.6303191489361701
FALSE,31,72.03225806451613,0.282258064516129
TRUE,2,89.5,0
TRUE,280,64.24285714285715,0.5477832512315269
FALSE,1,4,0
TRUE,70,79.34285714285714,0.5028571428571428
FALSE,195,60.815384615384616,0.48749218261413385
FALSE,3,8.666666666666666,0
FALSE,3,62.666666666666664,0.16666666666666674
FALSE,78,62.93589743589744,0.532051282051282
FALSE,17,69.05882352941177,0.3660130718954249
TRUE,580,61.710344827586205,0.8077479778629205
TRUE,62,67.09677419354838,0.3206831119544593
TRUE,128,70.921875,0.69625
TRUE,197,71.70558375634518,0.5541585318235065
FALSE,54,72.68518518518519,0.4320987654320987
FALSE,16,54.5,0.19791666666666666
TRUE,329,63.62613981762918,0.5066249594239679
FALSE,122,68.59016393442623,0.6177347242921013
TRUE,584,64.03938356164383,0.6692092154420922
TRUE,74,81.89189189189189,0.4653716216216217
TRUE,354,67.28813559322033,0.5653515643545554
TRUE,14,37.642857142857146,0.4047619047619048
FALSE,116,76.8103448275862,0.547783251231527
TRUE,26,95.8076923076923,0.42307692307692313
FALSE,110,75.4090909090909,0.6896969696969696
TRUE,20,74.75,0.19333333333333325
TRUE,4,39.75,0.16666666666666666
FALSE,31,51.12903225806452,0.2980030721966206
TRUE,9,16.22222222222222,0.44444444444444436
FALSE,455,70.53406593406594,0.607532273551691
FALSE,38,73.5,0.506578947368421
FALSE,7,44.57142857142857,0.17142857142857135
FALSE,124,67.55645161290323,0.6133776091081593
FALSE,85,72.96470588235294,0.3442352941176472
FALSE,99,67.72727272727273,0.5025252525252526
TRUE,187,74.81283422459893,0.6033868092691621
FALSE,26,100.84615384615384,0.22649572649572647
FALSE,2,221,0
FALSE,60,90.53333333333333,0.5476190476190477
FALSE,3,149.66666666666666,0
FALSE,4,425.5,0.25
FALSE,215,65.8232558139535,0.4852881698685542
TRUE,70,77.74285714285715,0.5471428571428572
TRUE,131,83.87786259541984,0.5541659899301608
TRUE,22,77.04545454545455,0.16161616161616166
TRUE,60,68.3,0.5242424242424242
TRUE,31,54.32258064516129,0.3202764976958526
TRUE,49,60.12244897959184,0.3794063079777365
TRUE,38,61.31578947368421,0.2857142857142857
TRUE,55,72.7090909090909,0.4116363636363636
TRUE,1,4,0
FALSE,226,67.04424778761062,0.5893805309734513
FALSE,66,80.12121212121212,0.3290043290043291
FALSE,1,160,0
FALSE,9,75.77777777777777,0.09722222222222232
FALSE,13,65.46153846153847,0.34615384615384626
FALSE,27,60.2962962962963,0.4290123456790124
FALSE,45,77.97777777777777,0.1803174603174603
TRUE,92,77.16304347826087,0.37222715173025733
FALSE,370,67.7945945945946,0.7245901639344263
FALSE,4,9,0
FALSE,157,67.4968152866242,0.6610049539985846
TRUE,21,77.76190476190476,0.3203463203463203
FALSE,198,65.11616161616162,0.5311081832820964
FALSE,1,10,0
FALSE,24,62.083333333333336,0.15350877192982462
TRUE,4,147.5,0.25
TRUE,58,83.72413793103448,0.3426724137931034
FALSE,63,64.55555555555556,0.5537918871252204
FALSE,4,114.75,0.16666666666666666
FALSE,44,71.18181818181819,0.4458874458874459
FALSE,653,61.36294027565084,0.5508550280755486
FALSE,4,114.5,0
FALSE,31,115.16129032258064,0.4483870967741936
TRUE,9,95.22222222222223,0.3555555555555555
FALSE,57,71.9298245614035,0.4354636591478696
FALSE,179,66.3854748603352,0.5590808474754927
TRUE,29,62.96551724137931,0.3448275862068966
FALSE,211,58.77251184834123,0.6873091100579252
FALSE,4,35.75,0
FALSE,139,80.03597122302158,0.47134292565947244
FALSE,31,97.03225806451613,0.23900293255131963
FALSE,33,42.696969696969695,0.2658402203856749
FALSE,97,74.05154639175258,0.3841237113402062
FALSE,5,32.6,0.13333333333333344
TRUE,1,10,0
TRUE,115,71.99130434782609,0.5295352323838082
FALSE,43,85.51162790697674,0.31352282515073215
FALSE,4,69.25,0
FALSE,214,61.21495327102804,0.6154873164218959
TRUE,4,69.25,0
TRUE,1,10,0
FALSE,2,24.5,0
FALSE,23,16.17391304347826,0.4217391304347826
TRUE,90,71.85555555555555,0.3798941798941799
FALSE,402,68.50995024875621,0.6258892453619751
TRUE,1,0,0
FALSE,132,74.10606060606061,0.6837121212121211
FALSE,43,72.74418604651163,0.41133720930232553
TRUE,2,49,0
TRUE,89,62.348314606741575,0.438469769930444
TRUE,43,69.83720930232558,0.6173361522198733
TRUE,17,32.88235294117647,0.46078431372549034
FALSE,816,61.682598039215684,0.6202123336381185
TRUE,606,63.71782178217822,0.6599820999049058
FALSE,3,8.666666666666666,0.16666666666666674
FALSE,39,90.76923076923077,0.4645550527903469
FALSE,8,41.125,0.20833333333333334
TRUE,73,80.93150684931507,0.5094836670179136
TRUE,14,72.92857142857143,0.3015873015873015
TRUE,6,27.333333333333332,0.22222222222222232
TRUE,369,67.81571815718158,0.631603599986617
FALSE,228,66.49561403508773,0.7109649122807017
FALSE,33,87.84848484848484,0.24410774410774413
FALSE,242,69.02066115702479,0.6719759579263712
FALSE,79,69.87341772151899,0.5747773089545242
FALSE,131,74.6412213740458,0.5970269184411411
FALSE,33,85.51515151515152,0.37689393939393945
TRUE,2,2,0
FALSE,2,222.5,0
TRUE,327,68.51070336391437,0.6134124115775493
TRUE,169,64.47928994082841,0.7525887573964498
TRUE,107,75.05607476635514,0.677570093457944
TRUE,1,58,0
FALSE,60,67.48333333333333,0.3843749999999999
TRUE,26,48.15384615384615,0.12587412587412591
FALSE,24,59.041666666666664,0.5
FALSE,873,61.88087056128293,0.673988499197016
TRUE,6,104.66666666666667,0
FALSE,50,61.5,0.5559999999999998
FALSE,8,86.625,0.16666666666666666
FALSE,32,70.09375,0.34375
FALSE,16,88.25,0.10714285714285714
FALSE,130,77.36923076923077,0.4315934065934065
TRUE,712,63.24297752808989,0.7302426588612974
TRUE,1,10,0
TRUE,239,59.12133891213389,0.7326824732682474
FALSE,111,72.47747747747748,0.6998198198198199
TRUE,2,4,0
TRUE,61,77.32786885245902,0.6185792349726775
TRUE,31,96.03225806451613,0.5519713261648744
TRUE,3,99,0.16666666666666674
TRUE,21,77.28571428571429,0.46825396825396837
TRUE,465,64.50967741935484,0.7363440860215053
FALSE,286,65.34615384615384,0.669683257918552
TRUE,21,77.28571428571429,0.4761904761904763
FALSE,246,68.7479674796748,0.6706577974870659
FALSE,197,72.50253807106598,0.5769543147208123
FALSE,161,79.4472049689441,0.5987873410233658
FALSE,27,94.81481481481481,0.2901234567901234
FALSE,27,58.74074074074074,0.3418803418803418
FALSE,212,68.07075471698113,0.6310927672955975
TRUE,47,69.57446808510639,0.4904255319148936
FALSE,139,70.86330935251799,0.5397015720756728
FALSE,93,70.90322580645162,0.595605423094904
FALSE,69,78.78260869565217,0.43178410794602695
FALSE,30,90,0.6571428571428571
TRUE,17,117.82352941176471,0.24019607843137258
TRUE,38,66.28947368421052,0.42857142857142855
TRUE,1,432,0
TRUE,32,58.25,0.3005952380952381
TRUE,12,66.83333333333333,0.44444444444444436
TRUE,62,65.46774193548387,0.48129032258064514
TRUE,85,75.2235294117647,0.6405228758169935
FALSE,536,65.4776119402985,0.7419983416252074
TRUE,11,36.27272727272727,0.21590909090909083
TRUE,94,70.22340425531915,0.5170212765957447
TRUE,60,58.55,0.6027777777777779
FALSE,35,65.08571428571429,0.38253968253968257
FALSE,130,72.16923076923077,0.6935384615384614
FALSE,266,61.8609022556391,0.4829931972789117
FALSE,94,70.24468085106383,0.5920444033302497
TRUE,18,17.11111111111111,0.5777777777777778
FALSE,49,72,0.5091836734693878
FALSE,271,67.28782287822878,0.6269149055126915
FALSE,60,71.05,0.5473684210526315
FALSE,59,92.15254237288136,0.49078850405305824
FALSE,87,74.02298850574712,0.4265935214211076
TRUE,46,83.97826086956522,0.6304347826086957
TRUE,40,77.275,0.22777777777777772
FALSE,50,77.72,0.38400000000000006
FALSE,74,65.72972972972973,0.5570570570570571
TRUE,4,114.75,0
FALSE,111,74.009009009009,0.5713455390874747
TRUE,221,71.08597285067873,0.7424046541693601
TRUE,123,47.34146341463415,0.6176470588235294
TRUE,1,10,0
FALSE,31,80.51612903225806,0.372983870967742
FALSE,102,61.48039215686274,0.41934046345811055
FALSE,65,63.261538461538464,0.6881118881118883
TRUE,68,65.16176470588235,0.497326203208556
FALSE,17,11.823529411764707,0.05514705882352944
FALSE,97,75.3917525773196,0.7895189003436425
FALSE,185,70.38378378378378,0.5609909909909909
FALSE,8,7.25,0.10714285714285714
FALSE,150,79.90666666666667,0.42322580645161284
TRUE,3,149.66666666666666,0
TRUE,7,11.285714285714286,0.2857142857142856
FALSE,3,151.66666666666666,0.16666666666666674
FALSE,22,60.77272727272727,0.2987012987012988
FALSE,181,67.8232044198895,0.5636510128913444
TRUE,19,85.21052631578948,0.34449760765550236
TRUE,74,69.47297297297297,0.722972972972973
TRUE,4,49.5,0.25
TRUE,2,221,0
TRUE,83,77.10843373493977,0.38347676419965576
TRUE,95,69.67368421052632,0.5168081494057725
TRUE,16,73.3125,0.2159090909090909
TRUE,191,73.51832460732984,0.6286673910895979
FALSE,1,4,0
FALSE,61,58.868852459016395,0.5480093676814989
TRUE,164,74.41463414634147,0.5799773114010209
FALSE,87,76.27586206896552,0.4401776384535006
FALSE,1,432,0
FALSE,13,74.15384615384616,0.3076923076923076
FALSE,225,67.33777777777777,0.7222222222222221
FALSE,17,69.76470588235294,0.27807486631016043
TRUE,4,114.75,0
TRUE,24,66.08333333333333,0.4629629629629629
